,difficulty,duration,channel_email,channel_web,channel_mobile,channel_social,offer_type,age_categories_10-19,age_categories_20-29,age_categories_30-39,age_categories_40-49,age_categories_50-59,age_categories_60-69,age_categories_70-79,age_categories_80-89,age_categories_Missing,income_binned_30k-39k,income_binned_40k-49k,income_binned_50k-59k,income_binned_60k-69k,income_binned_70k-79k,income_binned_80k-89k,income_binned_90k-99k,income_binned_100k-109k,income_binned_110k-120k,became_member_year_2013,became_member_year_2014,became_member_year_2015,became_member_year_2016,became_member_year_2017,became_member_year_2018,gender_F,gender_M,gender_N,gender_O
38831,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38849,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38855,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
38858,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
38862,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
38868,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38872,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38881,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38882,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38906,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38907,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38912,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38917,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38925,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38946,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
38973,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38978,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38988,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38993,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39017,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39030,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39044,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39054,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39057,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39063,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39084,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39095,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39096,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39135,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39161,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39170,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39174,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39180,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39240,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
39279,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39280,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39303,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
39304,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
39314,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
39319,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
39327,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39332,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39338,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39342,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39348,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39352,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39359,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39362,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39375,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39376,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39386,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39387,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39392,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39402,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39414,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39423,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39448,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
39494,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39501,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39508,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39511,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39515,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39527,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39554,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39565,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39569,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39578,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
39587,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
39593,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
39598,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
39635,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39646,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39657,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39666,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39670,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39676,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39685,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39697,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39698,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39712,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39718,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39719,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39725,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39743,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39753,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39757,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39761,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39769,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39772,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39775,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39782,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39788,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39792,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39798,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39811,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39815,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39823,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39836,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39843,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39860,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
39864,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
39868,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
39878,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
39884,5.0,7.0,1.0,1.0,1.0,0.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39892,7.0,7.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39895,7.0,7.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39902,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39908,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39914,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39924,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39942,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39946,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39959,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39969,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39976,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
39982,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40006,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40017,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40022,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40032,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40043,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40051,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40052,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40065,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40072,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40082,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40086,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40090,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40107,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40115,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40119,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40125,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40130,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40136,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40139,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40151,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40183,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40188,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40199,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40213,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40215,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40229,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40250,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40253,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40260,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40261,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40270,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40276,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40281,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40297,10.0,10.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40298,5.0,5.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40307,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40318,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40326,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40334,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40358,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40364,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40385,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
